pmid,title,abstract,authors,year,journal,search_label,decision
31087278,Accounting for Capacity Constraints in Economic Evaluations of Precision Medicine: A Systematic Review.,"Precision (stratified or personalised) medicine is underpinned by the premise that it is feasible to identify known heterogeneity using a specific test or algorithm in patient populations and to use this information to guide patient care to improve health and well-being. This study aimed to understand if, and how, previous economic evaluations of precision medicine had taken account of the impact of capacity constraints. A meta-review was conducted of published systematic reviews of economic evaluations of precision medicine (test-treat interventions) and individual studies included in these reviews. Due to the volume of studies identified, a sample of papers published from 2007 to 2015 was collated. A narrative analysis identified whether potential capacity constraints were discussed qualitatively in the studies and, if relevant, which quantitative methods were used to account for capacity constraints. A total of 45 systematic reviews of economic evaluations of precision medicine were identified, from which 222 studies focusing on test-treat interventions, published between 2007 and 2015, were extracted. Of these studies, 33 (15%) qualitatively discussed the potential impact of capacity constraints, including budget constraints; quality of tests and the testing process; ease of use of tests in clinical practice; and decision uncertainty. Quantitative methods (nine studies) to account for capacity constraints included static methods such as capturing inefficiencies in trials or models and sensitivity analysis around model parameters; and dynamic methods, which allow the impact of capacity constraints on cost effectiveness to change over time. Understanding the cost effectiveness of precision medicine is necessary, but not sufficient, evidence for its successful implementation. There are currently few examples of evaluations that have quantified the impact of capacity constraints, which suggests an area of focus for future research.",Wright Stuart J; Newman William G; Payne Katherine,2020,PharmacoEconomics,Financing / reimbursement — supplementary,pending
31048813,Preemptive pharmacogenetic testing: exploring the knowledge and perspectives of US payers.,"Preemptive pharmacogenetic testing aims to optimize medication use by having genetic information at the point of prescribing. Payers' decisions influence implementation of this technology. We investigated US payers' knowledge, awareness, and perspectives on preemptive pharmacogenetic testing. A qualitative study was conducted using semistructured interviews. Participants were screened for eligibility through an online survey. A blended inductive and deductive approach was used to analyze the transcripts. Two authors conducted an iterative reading process to code and categorize the data. Medical or pharmacy directors from 14 payer organizations covering 122 million US lives were interviewed. Three concept domains and ten dimensions were developed. Key findings include clinical utility concerns and limited exposure to preemptive germ-line testing, continued preference for outcomes from randomized controlled trials, interest in guideline development, importance of demonstrating an impact on clinical decision making, concerns of downstream costs and benefit predictability, and the impact of public stakeholders such as the Food and Drug Administration and Centers for Medicare and Medicaid Services. Both barriers and potential facilitators exist to developing cohesive reimbursement policy for pharmacogenetics, and there are unique challenges for the preemptive testing model. Prospective outcome studies, more precisely defining target populations, and predictive economic models are important considerations for future research.",Keeling Nicholas J; Rosenthal Meagen M; West-Strum Donna; Patel Amit S; Haidar Cyrine E; Hoffman James M,2020,Genetics in medicine : official journal of the American College of Medical Genetics,Financing / reimbursement — supplementary,pending
31025601,Precision medicine: a call for increased pharmacogenomic education.,"Precision medicine is an emerging model of care where providers consider patients' genetic profiles, lifestyles and environments to offer more precise therapy. The potential of precision medicine is boundless as interdisciplinary teams utilize genetic technologies to improve patient outcomes. The integration of precision medicine into healthcare faces many barriers, including a lack of standardization and reimbursement concerns. This article argues that increased pharmacogenetics education and system-wide implementation is necessary to overcome some of these challenges. Extensive expansion of pharmacogenomics education is a step toward producing knowledgeable clinicians who are poised to apply its methodology and champion for patient-centered care.",Ta Richard; Cayabyab Mari As; Coloso Rodolfo,2020,Personalized medicine,Financing / reimbursement — supplementary,pending
30975393,Adoption of New Medical Technologies: The Case of Customized Individually Made Knee Implants.,"To investigate the impact of insurance coverage on the adoption of customized individually made (CIM) knee implants and to compare patient outcomes and cost effectiveness of off-the-shelf and CIM implants. A system dynamics simulation model was developed to study adoption dynamics of CIM and meet the research objectives. The model reproduced the historical data on primary and revision knee replacement implants obtained from the literature and the Nationwide Inpatient Sample. Then the dynamics of adoption of CIM implants were simulated from 2018 to 2026. The rate of 90-day readmission, 3-year revision surgery, recovery period, time savings in operating rooms, and the associated cost within 3 years of primary knee replacement implants were used as performance metrics. The simulation results indicate that by 2026, an adoption rate of 90% for CIM implants can reduce the number of readmissions and revision surgeries by 62% and 39%, respectively, and can save hospitals and surgeons 6% on procedure time and cut down cumulative healthcare costs by approximately $38 billion. CIM implants have the potential to deliver high-quality care while decreasing overall healthcare costs, but their adoption requires the expansion of current insurance coverage. This work presents the first systematic study to understand the dynamics of adoption of CIM knee implants and instrumentation. More broadly, the current modeling approach and systems thinking perspective could be used to consider the adoption of any emerging customized therapies for personalized medicine.",Namin Amir T; Jalali Mohammad S; Vahdat Vahab; Bedair Hany S; O'Connor Mary I; Kamarthi Sagar; Isaacs Jacqueline A,2019,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,Financing / reimbursement — supplementary,pending
30815669,Deep learning for cardiovascular medicine: a practical primer.,"Deep learning (DL) is a branch of machine learning (ML) showing increasing promise in medicine, to assist in data classification, novel disease phenotyping and complex decision making. Deep learning is a form of ML typically implemented via multi-layered neural networks. Deep learning has accelerated by recent advances in computer hardware and algorithms and is increasingly applied in e-commerce, finance, and voice and image recognition to learn and classify complex datasets. The current medical literature shows both strengths and limitations of DL. Strengths of DL include its ability to automate medical image interpretation, enhance clinical decision-making, identify novel phenotypes, and select better treatment pathways in complex diseases. Deep learning may be well-suited to cardiovascular medicine in which haemodynamic and electrophysiological indices are increasingly captured on a continuous basis by wearable devices as well as image segmentation in cardiac imaging. However, DL also has significant weaknesses including difficulties in interpreting its models (the 'black-box' criticism), its need for extensive adjudicated ('labelled') data in training, lack of standardization in design, lack of data-efficiency in training, limited applicability to clinical trials, and other factors. Thus, the optimal clinical application of DL requires careful formulation of solvable problems, selection of most appropriate DL algorithms and data, and balanced interpretation of results. This review synthesizes the current state of DL for cardiovascular clinicians and investigators, and provides technical context to appreciate the promise, pitfalls, near-term challenges, and opportunities for this exciting new area.",Krittanawong Chayakrit; Johnson Kipp W; Rosenson Robert S; Wang Zhen; Aydar Mehmet; Baber Usman; Min James K; Tang W H Wilson; Halperin Jonathan L; Narayan Sanjiv M,2020,European heart journal,Financing / reimbursement — supplementary,pending
30745156,"Early access to health products in France: Major advances of the French ""Conseil stratégique des industries de santé"" (CSIS) to be implemented (modalities, regulations, funding).","In a context of perpetual evolution of treatments, access to therapeutic innovation is a major challenge for patients and the various players involved in the procedures of access to medicines. The revolutions in genomic and personalized medicine, artificial intelligence and biotechnology will transform the medicine of tomorrow and the organization of our health system. It is therefore fundamental that France prepares for these changes and supports the development of its companies in these new areas. The recent ""Conseil stratégique des industries de santé"" launched by Matignon makes it possible to propose a regulatory arsenal conducive to the implementation and diffusion of therapeutic innovations. In this workshop, we present a number of proposals, our approach having remained pragmatic with a permanent concern to be effective in the short term for the patients and to simplify the procedures as much as possible. This was achieved thanks to the participation in this workshop of most of the players involved (industrial companies, ""Agence nationale de sécurité du médicament et des produits de santé"", ""Haute Autorité de santé"", ""Institut national du cancer"", ""Les entreprises du médicament"", hospitals, ""Observatoire du médicament, des dispositifs médicaux et de l'innovation thérapeutique""…). The main proposals tend to favor the implementation of clinical trials on our territory, especially the early phases, a wider access to innovations by favoring early access programs and setting up a process called ""autorisation temporaire d'utilisation d'extension"" (ATUext) that make it possible to prescribe a medicinal product even if the latter has a marketing authorisation in another indication. In addition, we propose a conditional reimbursement that will be available based on preliminary data but will require re-evaluation based on consolidated data from clinical trials and/or real-life data. Finally, in order to better carry out these assessments, with a view to access or care, we propose the establishment of partnership agreements with health agencies/hospitals in order to encourage the emergence of field experts, in order to prioritize an ascending expertise closer to patients' needs and to real life.",Albin Nicolas; Chassagnol Frédéric; Bergmann Jean-François,2019,Therapie,Financing / reimbursement — supplementary,pending
30715914,Next Chapter of the Taiwan Biobank: Sustainability and Perspectives.,"The emergence of biobanks has expanded the scope of biomedical research, ushering in an era of ""precision medicine"" to improve the treatment of disease. However, biobanks also face sustainability challenges comprising three dimensions-""financial,"" ""operational,"" and ""social."" The Taiwan Biobank (TWB), as a large-scale national biobank that supplies valuable phenotypic and genetic information to biomedical researchers on an application basis to investigate the relationship among personal health, genes, lifestyle, environment and diseases of the Taiwanese population, has not been sufficiently explored by researchers. Although the TWB has successfully reached a few milestones since its inception, it faces many sustainability challenges. For the next chapter of the TWB, we propose three strategies to improve sustainability. First, the Ministry of Health and Welfare launched the TWB as an infrastructure project under the leadership of Academia Sinica in 2012. We now believe that it is time that the TWB is transformed into a legal entity as a nondepartmental public body. This would not only ensure efficient, effective, and flexible operation, but would also facilitate cooperation with commercial entities. Second, we suggest that the TWB integrates with other Taiwanese biobanks to reduce cost, improve low utilization, and expand specimen collection. Third, self-financing is important if funding is ceased. Besides implementing a cost-recovery model, the commodities developed by the TWB (e.g., TWB 2.0 microarray) will help increase income. After each of these strategies has been discussed in detail, this article will conclude by highlighting how these practices can help improve biobank sustainability.",Lin Jui-Chu; Chen Li-Kuei; Hsiao Wesley Wei-Wen; Fan Chien-Te; Ko Mei Lan,2019,Biopreservation and biobanking,Financing / reimbursement — supplementary,pending
30661392,"Analysis of ""Artificial Pancreas (AP) Systems for People With Type 2 Diabetes: Conception and Design of the European CLOSE Project"".","In an article in Journal of Diabetes Science and Technology, Schliess and coauthors describe the conception and design of the European Automated Glu cose Contro l at H ome for People with Chronic Di sease (CLOSE) initiative for the implementation of artificial pancreas (AP) systems for people with diabetes. The CLOSE consortium aims to develop integrated AP solutions (APplus) tailored to the needs of individuals with type 2 diabetes (T2D) by developing superior risk- and cost-benefit scenarios for AP operation to achieve acceptance by users and caregivers and a high likelihood for reimbursement. CLOSE is integrating the AP platform into the center of a comprehensive product and service package specifically tailored to defined T2D patient groups and care environments, leading to an interactive collaboration with users, health care providers, and other stakeholders in diabetes care. This is a very ambitious but well-conceived and delineated project which takes into consideration most of the relevant factors that may influence AP implementation in T2D care.",Bremer Andrew A; Arreaza-Rubín Guillermo,2020,Journal of diabetes science and technology,Financing / reimbursement — supplementary,pending
30659247,Big data in IBD: a look into the future.,"Big data methodologies, made possible with the increasing generation and availability of digital data and enhanced analytical capabilities, have produced new insights to improve outcomes in many disciplines. Application of big data in the health-care sector is in its early stages, although the potential for leveraging underutilized data to gain a better understanding of disease and improve quality of care is enormous. Owing to the intrinsic characteristics of inflammatory bowel disease (IBD) and the management dilemmas that it imposes, the implementation of big data research strategies not only can complement current research efforts but also could represent the only way to disentangle the complexity of the disease. In this Review, we explore important potential applications of big data in IBD research, including predictive models of disease course and response to therapy, characterization of disease heterogeneity, drug safety and development, precision medicine and cost-effectiveness of care. We also discuss the strengths and limitations of potential data sources that big data analytics could draw from in the field of IBD, including electronic health records, clinical trial data, e-health applications and genomic, transcriptomic, proteomic, metabolomic and microbiomic data.",Olivera Pablo; Danese Silvio; Jay Nicolas; Natoli Gioacchino; Peyrin-Biroulet Laurent,2019,Nature reviews. Gastroenterology & hepatology,Financing / reimbursement — supplementary,pending
30640517,"Current Status and Future Opportunities in Lung Precision Medicine Research with a Focus on Biomarkers. An American Thoracic Society/National Heart, Lung, and Blood Institute Research Statement.","Thousands of biomarker tests are either available or under development for lung diseases. In many cases, adoption of these tests into clinical practice is outpacing the generation and evaluation of sufficient data to determine clinical utility and ability to improve health outcomes. There is a need for a systematically organized report that provides guidance on how to understand and evaluate use of biomarker tests for lung diseases. We assembled a diverse group of clinicians and researchers from the American Thoracic Society and leaders from the National Heart, Lung, and Blood Institute with expertise in various aspects of precision medicine to review the current status of biomarker tests in lung diseases. Experts summarized existing biomarker tests that are available for lung cancer, pulmonary arterial hypertension, idiopathic pulmonary fibrosis, asthma, chronic obstructive pulmonary disease, sepsis, acute respiratory distress syndrome, cystic fibrosis, and other rare lung diseases. The group identified knowledge gaps that future research studies can address to efficiently translate biomarker tests into clinical practice, assess their cost-effectiveness, and ensure they apply to diverse, real-life populations. We found that the status of biomarker tests in lung diseases is highly variable depending on the disease. Nevertheless, biomarker tests in lung diseases show great promise in improving clinical care. To efficiently translate biomarkers into tests used widely in clinical practice, researchers need to address specific clinical unmet needs, secure support for biomarker discovery efforts, conduct analytical and clinical validation studies, ensure tests have clinical utility, and facilitate appropriate adoption into routine clinical practice. Although progress has been made toward implementation of precision medicine for lung diseases in clinical practice in certain settings, additional studies focused on addressing specific unmet clinical needs are required to evaluate the clinical utility of biomarkers; ensure their generalizability to diverse, real-life populations; and determine their cost-effectiveness.",Wu Ann Chen; Kiley James P; Noel Patricia J; Amur Shashi; Burchard Esteban G; Clancy John P; Galanter Joshua; Inada Maki; Jones Tiffanie K; Kropski Jonathan A; Loyd James E; Nogee Lawrence M; Raby Benjamin A; Rogers Angela J; Schwartz David A; Sin Don D; Spira Avrum; Weiss Scott T; Young Lisa R; Himes Blanca E,2019,American journal of respiratory and critical care medicine,Financing / reimbursement — supplementary,pending
30638855,"The contribution of genomics in the medicine of tomorrow, clinical applications and issues.","Fifteen years after the completion of first human genome sequencing, the technique is almost a commodity but there is still little evidence of its usefulness as a diagnostic, prognostic or therapeutic tool. In France, the France genomics plan 2025 was launched in 2015 with the goal of integrating genomic tests into clinical practice and developing a National genomics network including industrial partnerships. Reflection on scientific applications and operational or societal issues is needed to make recommendations to help better associate Genomics and the medicine of tomorrow. In the perspective of personalized Evidence-based Medicine, studies with an appropriate methodological level to improve the definition of evidence should be promoted. The many operational challenges require the implementation of organisations and means to streamline the process of results reporting, and regulatory adaptations concerning the status of professions involved, the management of data generated, and the consent of patients. In parallel, genetic training for healthcare professionals and raising awareness on genetic tests for the public should be considered. The ethical stake should also be taken into account, especially on the participation of the patient in decisions concerning them and integrating the notion of uncertainty into the information given. The sociological effects on the experience and expectations of patients and the general population towards genomic medicine should also be evaluated to improve information, prevention and support for people. Finally, medico-economic studies must be conducted to inform policy-makers on the cost-effectiveness of complete genome sequencing for population health.",Laviolle Bruno; Denèfle Patrice; Gueyffier François,2019,Therapie,Financing / reimbursement — supplementary,pending
30589990,Pharmacogenomics research and clinical implementation in Brazil.,"We searched PubMed entries and the Lattes database of Brazilian Pharmacogenetics Network investigators, for pharmacogenetic/genomic (PGx) studies in the Brazilian population, focusing on the drugs and genes included in the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines. Warfarin was the most extensively studied drug in a PGx context: a genomewide association study targeting warfarin stable dose identified significant signals in VKORC1 and CYP2C9, several PGx dosing algorithms were developed based on these and other genes, and the implications of population admixture on extrapolation of dosing recommendations in the CPIC guidelines were examined. A study in renal transplanted patients disclosed association of CYP3A5*6 and CYP3A5*7 with tacrolimus dosing, which led to addition of these variants to CYP3A5*3 in the CPIC tacrolimus guideline. Studies verified predisposition of HIV-positive carriers of UGT1A1*28 to severe atazanavir-induced hyperbilirubinaemia, intolerance to 5-fluorouracyl in gastrointestinal cancer patients with deleterious DPYD variants, failure of HCV-infected carriers of IFNL3 rs12979860 to obtain a sustained viral response to PEG-IFN-α, and hypersensitivity reactions to abacavir in HIV-positive carriers of HLA-B*57:01. No prospective analyses of drug therapy outcomes or cost-effectiveness assessments of PGx-guided therapy were found. In conclusion, the limited adoption of PGx-informed drug prescription in Brazil reflects combination of recognized barriers to PGx implementation worldwide plus factors specific to the Brazilian population. The latter include rarity/absence of genetic variants on which international PGx guidelines are based (eg HLA-B*15.02 for phenytoin and carbamazepine) and the caveat of extrapolating to the admixed Brazilian population, guidelines based on categorical variables, such as continental ancestry (eg warfarin guidelines), ""race"" or ethnicity.",Rodrigues-Soares Fernanda; Suarez-Kurtz Guilherme,2019,Basic & clinical pharmacology & toxicology,Financing / reimbursement — supplementary,pending
30526020,"Improving Drug Development and Patient Access With the Right People, Processes, and Culture: What Needs to Happen Right Now to Bring Better Medicines to the Patients Who Need Them.","In a global environment where health care costs are soaring, R&D efforts are flatlining. Meanwhile, payers are demanding more value for their money. In this environment, the traditional siloed drug development model is not sustainable. Yet innovations such as adaptive trial designs, real-world data collection, precision medicine, and patient-centric trials that have been proven to streamline clinical trials, enrich the data they produce, and facilitate reimbursement have not been widely adopted. Why? Because the medicines ecosystem currently lacks 3 key prerequisites for innovative and sustainable change: (1) a highly trained workforce that can handle and interpret high volumes of fragmented data; (2) a dependable process for judging what constitutes value in medical innovation; and (3) corporate cultures that learn fast from failure and mine the competitive riches offered by a diverse workforce. Cultivating the right people, processes, and culture will require a concerted effort by industry, academia, governments, and nongovernmental organizations (NGOs) to devise efficient, effective solutions.",Grignolo Alberto; Siu Albert,2020,Therapeutic innovation & regulatory science,Financing / reimbursement — supplementary,pending
30525982,Early cost-effectiveness modeling for better decisions in public research investment of personalized medicine technologies.,"Millions of dollars are spent on the development of new personalized medicine technologies. While these research costs are often supported by public research funds, many diagnostic tests and biomarkers are not adopted by the healthcare system due to lack of evidence on their cost-effectiveness. We describe a stepwise approach to conducting cost-effectiveness analyses that are performed early in the technology's development process and can help mitigate the potential risks of investment. Decision analytic modeling can identify the key drivers of cost effectiveness and provide minimum criteria that the technology needs to meet for adoption by public and private healthcare systems. A value of information analysis can quantify the added value of conducting more research to provide further evidence for policy decisions. These steps will allow public research funders to make better decisions on their investments to maximize the health benefits and to minimize the number of suboptimal technologies.",Ling Daphne I; Lynd Larry D; Harrison Mark; Anis Aslam H; Bansback Nick,2020,Journal of comparative effectiveness research,Financing / reimbursement — supplementary,pending
30479027,"Temporal trends and patterns in carbamazepine use, related severe cutaneous adverse reactions, and HLA-B*15:02 screening: A nationwide study.","After discovering the association between the HLA-B*15:02 allele and carbamazepine-related severe cutaneous adverse reactions (SCARs), particularly in Southeastern Asian populations, clinical strategies to prevent carbamazepine-related SCARs have changed. We aimed to investigate 10-year trends in carbamazepine use and carbamazepine-related SCARs and to examine the patterns and determinants of HLA-B*15:02 screening in Taiwan. A nationwide study was performed using Taiwan's National Health Insurance Research Database. In the first part of the study, new users of carbamazepine were included, and those who experienced SCAR-related admissions were further identified. In the second part of the study, recipients of HLA-B*15:02 screening (reimbursed by Taiwan's National Health Insurance since June 2010) were included and multivariate logistic regression was used to explore factors associated with the use of screening. The numbers of new users of carbamazepine and SCAR cases decreased remarkably during the 10-year period (-82.6% and -87.1%, respectively), and the incidence rates of SCARs showed a downward trend after 2011. The screening rate of the HLA-B*15:02 allele increased to 24.9% in 2014. Neurologists (odds ratio 12.33, 95% confidence interval 9.30-16.35), psychiatrists (9.97, 7.31-13.61), and neurosurgeons (3.23, 2.42-4.32) were more likely to perform screening tests than other specialties were. Physicians practicing in medical centers (6.00, 5.51-6.54) were more likely to perform screening tests than those practicing in other hospitals, whereas the screening rates in clinics remained at 0.0% throughout the study period. In recent years, the number of carbamazepine-related SCAR cases has decreased substantially in Taiwan. However, only one-fourth of new users of carbamazepine received HLA-B*15:02 screening, and there were considerable disparities in the screening rates across different physician groups. Policymakers should consider solutions to barriers to implementing screening tests in clinical practice and should not neglect the value of other safety communications and regulations to complement the limitations of pharmacogenomic testing.",Lin Chih-Wan; Huang Wei-I; Chao Pi-Hui; Chen Wen-Wen; Hsiao Fei-Yuan,2019,Epilepsia,Financing / reimbursement — supplementary,pending
33636912,Clinical Pharmacogenetics for Precision Medicine: Successes and Setbacks.,"Pharmacogenetics is a key component in the delivery of therapeutics to maximize pharmacologic efficacy and minimize toxicity. There are numerous identified gene-drug pairs that demonstrate the utility of pharmacogenetics testing for drug or dose selection. Although some of these pairs have translated into clinical use, pharmacogenetic testing has not yet made its way into routine clinical practice at many institutions. This review provides an overview of clinically actionable pharmacogenetics in precision medicine. Examples of successfully implemented gene-drug pairs, along with common testing methodologies and guidelines for application, are discussed. Remaining barriers to widespread clinical implementation are also examined. There is a recognized role for genotyping in the guidance of therapeutic drug regimens and the prevention of adverse drug reactions. Evidence-based guidelines are available to aid in the selection of treatment upon pharmacogenetics testing for established gene-drug pairs. Multidisciplinary clinical collaboration and clinical decision support tools will be critical for widespread adoption, and financial reimbursement barriers remain.",Chambliss Allison B; Marzinke Mark A,2021,The journal of applied laboratory medicine,Financing / reimbursement — supplementary,pending
30367635,Current landscape of personalized medicine adoption and implementation in Southeast Asia.,"The emergence of personalized medicine (PM) has raised some tensions in healthcare systems. PM is expensive and health budgets are constrained - efficient healthcare delivery is therefore critical. Notwithstanding the cost, many countries have started to adopt this novel technology, including resource-limited Southeast Asia (SEA) countries. This study aimed to describe the status of PM adoption in SEA, highlight the challenges and to propose strategies for future development. The study included scoping review and key stakeholder interviews in four focus countries - Indonesia, Malaysia, Singapore, and Thailand. The current landscape of PM adoption was evaluated based on an assessment framework of six key themes - healthcare system, governance, access, awareness, implementation, and data. Six PM programs were evaluated for their financing and implementation mechanisms. The findings revealed SEA has progressed in adopting PM especially Singapore and Thailand. A regional pharmacogenomics research network has been established. However, PM policies and programs vary significantly. As most PM programs are champion-driven and the available funding is limited, the current PM distribution has the potential to widen existing health disparities. Low PM awareness in the society and the absence of political support with financial investment are fundamental barriers. There is a clear need to broaden opportunities for critical discourse about PM especially for policymakers. Multi-stakeholder, multi-country strategies need to be prioritized in order to leverage resources and expertise. Adopting PM remains in its infancy in SEA. To achieve an effective PM adoption, it is imperative to balance equity issues across diverse populations while improving efficiency in healthcare.",Chong Huey Yi; Allotey Pascale A; Chaiyakunapruk Nathorn,2019,BMC medical genomics,Financing / reimbursement — supplementary,pending
30360950,Gap between the US and Japan in coverage of pharmacogenomic biomarkers by health insurance programs: More coverage is needed in Japan.,"In this study, we aimed to understand the gap in coverage of pharmacogenomic (PGx) biomarkers between Japan and the US. PGx biomarkers (1) in the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines; (2) that are CPIC level A or B; or (3) have US Food and Drug Administration (FDA)-approved drug labels, were determined. Subsequently, their coverage by US health insurance companies and the National Health Insurance (NHI) in Japan was investigated. We identified the top six health insurance companies with the largest market shares in the US and investigated the coverage for the PGx biomarkers by these health insurers, Medicare, Medicaid, and the NHI in Japan. We found that 19.9% of these biomarkers are covered by the six companies (10.0%, the CPIC guidelines; 25.1%, the FDA-approved drug labels). The coverage of somatic and germline biomarkers was respectively 86.8% and 8.5% in the US and 56.3% and 0.6% in Japan. A few germline PGx biomarkers are covered both in Japan and the US, but the coverage of both somatic and germline biomarkers was lower in Japan. Therefore, more coverage should be considered to improve patient outcomes after prescribing medications in Japan.",Hikino Keiko; Fukunaga Koya; Mushiroda Taisei,2019,Drug metabolism and pharmacokinetics,Financing / reimbursement — supplementary,pending
30294955,Implementing personalized medicine in diabetic kidney disease: Stakeholders' perspectives.,"The promise of personalized medicine to deliver ""the right treatments at the right time to the right person"" is the next frontier in healthcare. However, to implement personalized medicine in chronic diseases such as diabetes mellitus and diabetic kidney disease (DKD), a number of different aspects need to be taken into account. Better risk stratification and more precise options for treatment need to be developed and included in clinical practice guidelines. A patient's unique psychological, social and environmental situation also drive disease progression and outcomes. Appraising the cost effectiveness of precision medicines is necessary, not just as the cost of new therapies, but also the cost of diagnosis with novel methodologies and averted complications. As the prevalence of DKD grows worldwide to epidemic proportions, challenges such as global disparities in resources, access to healthcare and prevalence need to be addressed. This review considers these issues to achieve the short and longer-term goals of implementing personalized medicine in clinical practice.",de Vries Jeroen K; Levin Adeera; Loud Fiona; Adler Amanda; Mayer Gert; Pena Michelle J,2019,"Diabetes, obesity & metabolism",Financing / reimbursement — supplementary,pending
30288154,Cost Implications of Reactive Versus Prospective Testing for Dihydropyrimidine Dehydrogenase Deficiency in Patients With Colorectal Cancer: A Single-Institution Experience.,"Severe toxicity is experienced by a substantial minority of patients receiving fluoropyrimidine-based chemotherapy, with approximately 20% of these severe toxicities attributable to polymorphisms in the  All patients experiencing severe toxicity from fluoropyrimidine-based chemotherapy for colorectal cancer in an Irish private hospital over a 3-year period were tested for 4  Of 134 patients commencing first-line fluoropyrimidine chemotherapy over 3 years, 30 (23%) patients developed grade 3/4 toxicity. Of these, 17% revealed heterozygote  The cost of hospital admission for severe chemotherapy-related toxicity is significantly higher than the cost of prospective",Murphy Con; Byrne Stephen; Ahmed Gul; Kenny Andrew; Gallagher James; Harvey Harry; O'Farrell Eoin; Bird Brian,2022,Dose-response : a publication of International Hormesis Society,Financing / reimbursement — supplementary,pending
30285529,What Can Be Done to Improve Research Biopsy Quality in Oncology Clinical Trials?,"Research biopsy specimens collected in clinical trials often present requirements beyond those of tumor biopsy specimens collected for diagnostic purposes. Research biopsies underpin hypothesis-driven drug development, pharmacodynamic assessment of molecularly targeted anticancer agents, and, increasingly, genomic assessment for precision medicine; insufficient biopsy specimen quality or quantity therefore compromises the scientific value of a study and the resources devoted to it, as well as each patient's contribution to and potential benefit from a clinical trial. To improve research biopsy specimen quality, we consulted with other translational oncology teams and reviewed current best practices. Among the recommendations were improving communication between oncologists and interventional radiologists, providing feedback on specimen sufficiency, increasing academic recognition and financial support for the time investment required by radiologists to collect and preserve research biopsy specimens, and improving real-time assessment of tissue quality. Implementing these recommendations at the National Cancer Institute's Developmental Therapeutics Clinic has demonstrably improved the quality of biopsy specimens collected; more widespread dissemination of these recommendations beyond large clinical cancer centers is possible and will be of value to the community in improving clinical research and, ultimately, patient care.",Ferry-Galow Katherine V; Datta Vivekananda; Makhlouf Hala R; Wright John; Wood Bradford J; Levy Elliot; Pisano Etta D; Tam Alda L; Lee Susanna I; Mahmood Umar; Rubinstein Lawrence V; Doroshow James H; Chen Alice P,2025,Journal of oncology practice,Financing / reimbursement — supplementary,pending
30280614,Economic evaluation of a pharmacogenomic multi-gene panel test to optimize anti-hypertension therapy: simulation study.,"Hypertension is the strongest modifiable risk factor for cardiovascular disease, affecting 80 million individuals in the US and responsible for ∼360,000 deaths, at total annual costs of $93.5 billion. Antihypertension therapies guided by single genotypes are clinically more effective and may avert more adverse events than the standard of care of layering anti-hypertensive drug therapies, thus potentially decreasing costs. This study aimed to determine the economic benefits of the implementation of multi-gene panel guided therapies for hypertension from the payer perspective within a 3-year time horizon. A simulation analysis was conducted for a panel of 10 million insured patients categorized clinically as untreated, treated but uncontrolled, and treated and controlled over a 3-year treatment period. Inputs included research data; empirical data from a 11-gene panel with known functional, heart, blood vessel, and kidney genotypes; and therapy efficacy and safety estimates from literature. Cost estimates were categorized as related to genetic testing, evaluation and management, medication, or adverse events. Multi-gene panel guided therapy yielding savings of $6,256,607,500 for evaluation and management, $908,160,000 for medications, and $37,467,508,716 for adverse events, after accounting for incremental genetic testing costs of $2,355,540,000. This represents total 3-year savings of $42,276,736,216, or a 47% reduction, and 3-year savings of $4,228 and annual savings of $1,409 per covered patient. A precision medicine approach to genetically guided therapy for hypertension patients using a multi-gene panel reduced total 3-year costs by 47%, yielding savings exceeding $42.3 billion in an insured panel of 10 million patients. Importantly, 89% of these savings are generated by averting specific adverse events and, thus, optimizing choice of therapy in function of both safety and efficacy.",Kelley Eli F; Snyder Eric M; Alkhatib Nimer S; Snyder Scott C; Sprissler Ryan; Olson Thomas P; Akre Monica K; Abraham Ivo,2019,Journal of medical economics,Financing / reimbursement — supplementary,pending
30275409,The Implementation Process for Pharmacogenomic Testing for Cancer-Targeted Therapies.,"Recent advances in genomic medicine have led to the availability of genomic tests that have the potential to improve population health, yet the process for obtaining these tests and getting them reimbursed by insurers has not been described. The objective of this study was to describe the process of ordering pharmacogenomic tests by interviewing providers, patients, and laboratories about cancer-related pharmacogenomic tests. We interviewed patients who were prescribed, providers who prescribed medications that should be guided by pharmacogenomic testing, and individuals from diagnostic laboratories. A total of 10 providers, 16 patients, and eight diagnostic laboratories described logistical and insurance issues relating to ordering and receiving pharmacogenomic tests and medications. We found that the process of ordering pharmacogenomic tests is time-consuming, expensive, and complex. Ordering pharmacogenomic tests is quite different across institutions. Even in the same institution, multiple providers can order the test. Once the provider places the order for the pharmacogenomic test, the laboratory receives the request and usually begins testing without knowing how the test will be paid for. Next, the laboratory completes the pharmacogenomic testing and the results of the tests are reported to providers, patients, or placed directly in the medical record. In conclusion, processes related to ordering and obtaining insurance coverage for pharmacogenomic tests varies greatly across institutions and is time-consuming.",Wu Ann Chen; Mazor Kathleen M; Ceccarelli Rachel; Loomer Stephanie; Lu Christine Y,2020,Journal of personalized medicine,Financing / reimbursement — supplementary,pending
